Employee,Employee ID CP,Employee Full Name,Employee First Name,Employee Last Name,Employee User ID,Employee Email Id,Employment Status,Employee Group,Personnel Subarea,Building,Job Family,Job Sub Family,HR Business Sub Group,Function,Sub Function,Function Unit,Local Type,Business Location,Position,Specialization,Supervisor Legal Name
1000372,40170372,Arman Naser,Arman,Naser,BdNaserAr,Shafquat.Karim@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Product Marketing & Management,Nutrition,Marketing & Sales,Marketing,Brand Management,Office,Food Dhaka Head Office,Marketing Manager - Mainstream Infant Fo,Product Marketing & Management,Swapan
1000373,40170373,Lina Kabir,Lina,Kabir,BdKabirLi,Tushar.Sebastine@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Man. & Production Operations Management,Rafi Ferdous
1000374,40170374,Zara Naser,Zara,Naser,BdNaserZa,Nazmul.Hoque@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000375,40170375,Arman Bhuiyan,Arman,Bhuiyan,BdBhuiyanAr,Uttam.Roy@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000376,40170376,Rahim Chowdhury,Rahim,Chowdhury,BdChowdhuryRa,Nickson.Rozario@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Sub Assistant Engineer Mechanical (Level,Manuf Mechanical Equipment Technicn,Aisha Hasan.
1000377,40170377,Zara Hossain,Zara,Hossain,BdHossainZa,Sanie.Gomes@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000378,40170378,Rafi Sardar,Rafi,Sardar,BdSardarRa,Mdal.Mamun@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000379,40170379,Hasan Ferdous,Hasan,Ferdous,BdFerdousHa,Promathes.Sharkar@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000380,40170380,Jannat Miah,Jannat,Miah,BdMiahJa,Humaun.Kabir1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000381,40170381,Zara Talukder,Zara,Talukder,BdTalukderZa,Salahuddin.Ahmed@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Senior Assistant Engineer- Electrical,Manuf Electronic Equipment Technicn,Aisha Hasan.
1000382,40170382,Hasan Sikder,Hasan,Sikder,BdSikderHa,Momita.Tangila@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Key Institution Area Nutrition Offic,Med Rep Specialty Pract&Phys (Lifesci),Sheikh
1000383,40170383,Mahin Farooq,Mahin,Farooq,BdFarooqMa,Tarek.Zaman@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Mohammad Abdul
1000384,40170384,Karim Bhuiyan,Karim,Bhuiyan,BdBhuiyanKa,Kanchan.Barua@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Production Technician,Man. & Production Operations Management,Rafi Ferdous
1000385,40170385,Zara Islam,Zara,Islam,BdIslamZa,Md.Alamin@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000386,40170386,Jannat Naser,Jannat,Naser,BdNaserJa,Chotonkumar.Roy@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Production Technician,Man. & Production Operations Management,Rafi Ferdous
1000387,40170387,Sadia Hossain,Sadia,Hossain,BdHossainSa,Mdataur.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000388,40170388,Farah Miah,Farah,Miah,BdMiahFa,Abdus.Samad@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Production Technician,Man. & Production Operations Management,Rafi Ferdous
1000389,40170389,Rahim Chowdhury,Rahim,Chowdhury,BdChowdhuryRa,Mdshamiul.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000390,40170390,Rahim Hasan,Rahim,Hasan,BdHasanRa,Shishir.Das@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Production Technician,Man. & Production Operations Management,Rafi Ferdous
1000391,40170391,Nabil Sultana,Nabil,Sultana,BdSultanaNa,Roni.Sikder@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000392,40170392,Maliha Sultana,Maliha,Sultana,BdSultanaMa,Ashes.Mohanta@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000393,40170393,Hasan Hossain,Hasan,Hossain,BdHossainHa,Ronjon.Roy@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000394,40170394,Rafi Rahman,Rafi,Rahman,BdRahmanRa,Bisyajit.Sarkar@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000395,40170395,Hasan Bhuiyan,Hasan,Bhuiyan,BdBhuiyanHa,Monir.Ahmad@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Supply Chain,Import/Export & Customs Operations,Not Assigned,Operations,Supply Chain,Physical Logistics,Office,Not Assigned,Executive - Inbound Logistics(Import),Import/Export Administration,Sheikh
1000396,40170396,Jannat Talukder,Jannat,Talukder,BdTalukderJa,Debashis.Barua@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Area Nutrition Manager,Med Rep Specialty Pract&Phys (Lifesci),Md. Mizanur
1000397,40170397,Sakib Sardar,Sakib,Sardar,BdSardarSa,Alam.Mia@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Quality Management,Manufacturing/Product Quality,Technical & Production,Operations,Technical,Quality Management,Factory,Food Gazipur Factory,Senior Chemist - Qa,Manufacturing Quality Assurance,Kashif
1000398,40170398,Hasan Talukder,Hasan,Talukder,BdTalukderHa,Dhananjoy.Roy@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Assistant Engineer Mechanical (Level-2),Manuf Mechanical Equipment Technicn,Aisha Hasan.
1000399,40170399,Hasan Talukder,Hasan,Talukder,BdTalukderHa,Golam.Mostafa1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Assistant Engineer Mechanical (Level-2),Repair & Maintenance Engineering,Aisha Hasan.
1000400,40170400,Elita Miah,Elita,Miah,BdMiahEl,Mdzahirul.Islammintu@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Assistant Engineer Electrical (Level-3),Manuf Electronic Equipment Technicn,Aisha Hasan.
1000401,40170401,Zara Hossain,Zara,Hossain,BdHossainZa,Reajul.Islam@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Eexecutive,Med Rep Specialty Pract&Phys (Lifesci),Abu
1000402,40170402,Zara Naser,Zara,Naser,BdNaserZa,Habib.Hasan@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Supply Chain,Supply Chain Planning & Operations,Supply Chain,Operations,Supply Chain,Demand & Supply Planning,Office,Food Dhaka Head Office,Lead - Inter Market Supply,Supply Chain Planning,Mushfeq
1000403,40170403,Arman Talukder,Arman,Talukder,BdTalukderAr,Delower.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,"Warehousing, Distr & Transportation",Technical & Production,Operations,Supply Chain,Physical Logistics,Factory,Food Gazipur Factory,Warehouse Associate (Level-3),Materials Handling,Sanjit
1000404,40170404,Sadia Sikder,Sadia,Sikder,BdSikderSa,Ferdous.Kabir@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000405,40170405,Farah Ferdous,Farah,Ferdous,BdFerdousFa,Fatema.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000406,40170406,Tanvir Chowdhury,Tanvir,Chowdhury,BdChowdhuryTa,Ishran.Jahan@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Executive,Med Rep Specialty Pract&Phys (Lifesci),Pinaki
1000407,40170407,Imran Ferdous,Imran,Ferdous,BdFerdousIm,Mst.Fatema@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000408,40170408,Aisha Ferdous,Aisha,Ferdous,BdFerdousAi,Dipraj.Baidya@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Communications & Corporate Affairs,Corporate Affairs,Not Assigned,Corporate Communications,Corporate Communications,Corporate Communications,Factory,Not Assigned,Manager - Corporate Affairs,Corporate Social Respon/Comm Relations,Rashedul
1000409,40170409,Imran Islam,Imran,Islam,BdIslamIm,Humaira.Akter@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,Supply Chain,Supply Chain Planning & Operations,Supply Chain,Operations,Supply Chain,Demand & Supply Planning,Office,Food Dhaka Head Office,"Lead - Demand & Supply Planning, Nutriti",Supply Chain Planning,Mushfeq
1000410,40170410,Jannat Miah,Jannat,Miah,BdMiahJa,Saiful.Islam1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering,Not Assigned,Operations,Technical,Engineering,Factory,Not Assigned,Executive - Industrial Services,Electrical Engineering,Aisha Hasan.
1000411,40170411,Sadia Sultana,Sadia,Sultana,BdSultanaSa,Abdul.Kadir@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Anwar
1000412,40170412,Nabil Islam,Nabil,Islam,BdIslamNa,Md.Mahmuduzzaman@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Anwar
1000413,40170413,Arman Hossain,Arman,Hossain,BdHossainAr,Mdbelayet.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000414,40170414,Nadia Sikder,Nadia,Sikder,BdSikderNa,Mdlokman.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000415,40170415,Arman Sheikh,Arman,Sheikh,BdSheikhAr,Imam.Ahmed@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000416,40170416,Aisha Miah,Aisha,Miah,BdMiahAi,Mdkamrul.Hassan@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000417,40170417,Nabil Sikder,Nabil,Sikder,BdSikderNa,Sajibuz.Zaman@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000418,40170418,Omar Chowdhury,Omar,Chowdhury,BdChowdhuryOm,Anwar.Hossain2@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000419,40170419,Rahim Sultana,Rahim,Sultana,BdSultanaRa,Rana.Mia@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000420,40170420,Arman Naser,Arman,Naser,BdNaserAr,Kabir.Abdullah@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Sales,Marketing & Sales,Sales,Field Sales,Field Employee,Food Dhaka Head Office,Area Sales Manager,General Field Sales,Sabbir
1000421,40170421,Jannat Kabir,Jannat,Kabir,BdKabirJa,Radia.Chowdhury@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Sales & Marketing,Marketing & Sales,Marketing & Sales,Marketing,Ebusiness,Office,Food Dhaka Head Office,Executive - E Commerce,E-Business,Sifat
1000422,40170422,Karim Talukder,Karim,Talukder,BdTalukderKa,Lutfor.Rahman@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Md. Sharuar
